1965.589041
   Z       E         F
  17  1.229E+02  7.258E-05
  17  1.413E+02  5.358E-05
  17  1.625E+02  3.909E-05
  17  1.868E+02  2.822E-05
  17  2.148E+02  2.016E-05
  17  2.469E+02  1.428E-05
  17  2.839E+02  1.003E-05
  17  3.264E+02  6.989E-06
  17  3.752E+02  4.842E-06
  17  4.315E+02  3.329E-06
  17  4.960E+02  2.282E-06
  17  5.705E+02  1.552E-06
  17  6.559E+02  1.053E-06
  17  7.539E+02  7.124E-07
  17  8.670E+02  4.796E-07
  17  9.968E+02  3.221E-07
  17  1.146E+03  2.157E-07
  17  1.318E+03  1.442E-07
  17  1.515E+03  9.618E-08
  17  1.742E+03  6.406E-08
  17  2.003E+03  4.260E-08
  17  2.303E+03  2.828E-08
  17  2.648E+03  1.875E-08
  17  3.044E+03  1.243E-08
  17  3.500E+03  8.224E-09
  17  4.025E+03  5.436E-09
  17  4.627E+03  3.595E-09
  17  5.320E+03  2.375E-09
  17  6.118E+03  1.567E-09
  17  7.031E+03  1.035E-09
  17  8.085E+03  6.827E-10
  17  9.296E+03  4.502E-10
  17  1.069E+04  2.967E-10
  17  1.229E+04  1.956E-10
  17  1.413E+04  1.289E-10
  17  1.625E+04  8.488E-11
  17  1.868E+04  5.592E-11
  17  2.148E+04  3.683E-11
  17  2.469E+04  2.425E-11
  17  2.839E+04  1.597E-11
  17  3.264E+04  1.051E-11
  17  3.752E+04  6.927E-12
  17  4.316E+04  4.554E-12
  17  4.960E+04  3.002E-12
  17  5.705E+04  1.973E-12
  17  6.559E+04  1.299E-12
  17  7.539E+04  8.555E-13
  17  8.670E+04  5.627E-13
  17  9.968E+04  3.703E-13
  17  1.146E+05  2.436E-13
  17  1.318E+05  1.603E-13
  17  1.515E+05  1.055E-13
  17  1.742E+05  6.942E-14
  17  2.003E+05  4.569E-14
  17  2.303E+05  3.006E-14
  17  2.648E+05  1.977E-14
  17  3.044E+05  1.302E-14
  17  3.500E+05  8.562E-15
  18  4.000E-01  2.250E-04
  18  4.600E-01  2.565E-04
  18  5.288E-01  2.919E-04
  18  6.080E-01  3.317E-04
  18  6.992E-01  3.765E-04
  18  8.036E-01  4.262E-04
  18  9.240E-01  4.817E-04
  18  1.062E+00  5.431E-04
  18  1.222E+00  6.106E-04
  18  1.404E+00  6.844E-04
  18  1.615E+00  7.644E-04
  18  1.857E+00  8.505E-04
  18  2.135E+00  9.421E-04
  18  2.454E+00  1.038E-03
  18  2.822E+00  1.139E-03
  18  3.244E+00  1.241E-03
  18  3.730E+00  1.343E-03
  18  4.288E+00  1.443E-03
  18  4.932E+00  1.539E-03
  18  5.668E+00  1.626E-03
  18  6.520E+00  1.702E-03
  18  7.496E+00  1.763E-03
  18  8.616E+00  1.806E-03
  18  9.908E+00  1.829E-03
  18  1.139E+01  1.828E-03
  18  1.310E+01  1.803E-03
  18  1.506E+01  1.753E-03
  18  1.732E+01  1.680E-03
  18  1.991E+01  1.584E-03
  18  2.289E+01  1.471E-03
  18  2.632E+01  1.343E-03
  18  3.026E+01  1.205E-03
  18  3.479E+01  1.063E-03
  18  4.000E+01  9.214E-04
  18  4.600E+01  7.846E-04
  18  5.288E+01  6.570E-04
  18  6.080E+01  5.406E-04
  18  6.992E+01  4.374E-04
  18  8.036E+01  3.485E-04
  18  9.240E+01  2.731E-04
  18  1.062E+02  2.110E-04
  18  1.222E+02  1.606E-04
  18  1.404E+02  1.208E-04
  18  1.615E+02  8.963E-05
  18  1.857E+02  6.576E-05
  18  2.135E+02  4.776E-05
  18  2.454E+02  3.436E-05
  18  2.822E+02  2.449E-05
  18  3.244E+02  1.733E-05
  18  3.730E+02  1.217E-05
  18  4.288E+02  8.494E-06
  18  4.932E+02  5.886E-06
  18  5.668E+02  4.067E-06
  18  6.520E+02  2.790E-06
  18  7.496E+02  1.909E-06
  18  8.616E+02  1.303E-06
  18  9.908E+02  8.847E-07
  18  1.139E+03  5.995E-07
  18  1.310E+03  4.050E-07
  18  1.506E+03  2.733E-07
  18  1.732E+03  1.840E-07
  18  1.991E+03  1.236E-07
  18  2.289E+03  8.299E-08
  18  2.632E+03  5.562E-08
  18  3.026E+03  3.723E-08
  18  3.479E+03  2.491E-08
  18  4.000E+03  1.664E-08
  18  4.600E+03  1.111E-08
  18  5.288E+03  7.414E-09
  18  6.080E+03  4.945E-09
  18  6.992E+03  3.294E-09
  18  8.036E+03  2.197E-09
  18  9.240E+03  1.463E-09
  18  1.062E+04  9.743E-10
  18  1.222E+04  6.484E-10
  18  1.404E+04  4.317E-10
  18  1.615E+04  2.872E-10
  18  1.857E+04  1.910E-10
  18  2.135E+04  1.270E-10
  18  2.454E+04  8.449E-11
  18  2.822E+04  5.618E-11
  18  3.244E+04  3.736E-11
  18  3.730E+04  2.483E-11
  18  4.288E+04  1.652E-11
  18  4.932E+04  1.097E-11
  18  5.668E+04  7.301E-12
  18  6.520E+04  4.846E-12
  18  7.496E+04  3.221E-12
  18  8.616E+04  2.142E-12
  18  9.908E+04  1.423E-12
  18  1.139E+05  9.456E-13
  18  1.310E+05  6.281E-13
  18  1.506E+05  4.175E-13
  18  1.732E+05  2.774E-13
  18  1.991E+05  1.843E-13
  18  2.289E+05  1.225E-13
  18  2.632E+05  8.140E-14
  18  3.026E+05  5.407E-14
  18  3.479E+05  3.594E-14
  18  4.000E+05  2.387E-14
  19  3.900E-01  1.664E-04
  19  4.485E-01  1.898E-04
  19  5.156E-01  2.160E-04
  19  5.928E-01  2.456E-04
  19  6.817E-01  2.789E-04
  19  7.835E-01  3.160E-04
  19  9.009E-01  3.573E-04
  19  1.036E+00  4.031E-04
  19  1.191E+00  4.536E-04
  19  1.369E+00  5.089E-04
  19  1.574E+00  5.690E-04
  19  1.810E+00  6.337E-04
  19  2.081E+00  7.028E-04
  19  2.393E+00  7.757E-04
  19  2.751E+00  8.516E-04
  19  3.163E+00  9.293E-04
  19  3.637E+00  1.008E-03
  19  4.181E+00  1.084E-03
  19  4.809E+00  1.158E-03
  19  5.526E+00  1.225E-03
  19  6.357E+00  1.285E-03
  19  7.309E+00  1.333E-03
  19  8.401E+00  1.368E-03
  19  9.660E+00  1.387E-03
  19  1.111E+01  1.388E-03
  19  1.277E+01  1.370E-03
  19  1.468E+01  1.333E-03
  19  1.688E+01  1.277E-03
  19  1.941E+01  1.205E-03
  19  2.232E+01  1.117E-03
  19  2.566E+01  1.019E-03
  19  2.950E+01  9.126E-04
  19  3.392E+01  8.031E-04
  19  3.900E+01  6.939E-04
  19  4.485E+01  5.886E-04
  19  5.156E+01  4.906E-04
  19  5.928E+01  4.015E-04
  19  6.817E+01  3.229E-04
  19  7.835E+01  2.555E-04
  19  9.009E+01  1.987E-04
  19  1.036E+02  1.522E-04
  19  1.191E+02  1.148E-04
  19  1.369E+02  8.550E-05
  19  1.574E+02  6.280E-05
  19  1.810E+02  4.558E-05
  19  2.081E+02  3.272E-05
  19  2.393E+02  2.325E-05
  19  2.751E+02  1.637E-05
  19  3.163E+02  1.143E-05
  19  3.637E+02  7.918E-06
  19  4.181E+02  5.452E-06
  19  4.809E+02  3.725E-06
  19  5.526E+02  2.537E-06
  19  6.357E+02  1.715E-06
  19  7.309E+02  1.156E-06
  19  8.401E+02  7.768E-07
  19  9.660E+02  5.195E-07
  19  1.111E+03  3.466E-07
  19  1.277E+03  2.305E-07
  19  1.468E+03  1.531E-07
  19  1.688E+03  1.014E-07
  19  1.941E+03  6.709E-08
  19  2.232E+03  4.431E-08
  19  2.566E+03  2.922E-08
  19  2.950E+03  1.924E-08
  19  3.392E+03  1.266E-08
  19  3.900E+03  8.324E-09
  19  4.485E+03  5.464E-09
  19  5.156E+03  3.588E-09
  19  5.928E+03  2.354E-09
  19  6.817E+03  1.542E-09
  19  7.835E+03  1.012E-09
  19  9.009E+03  6.629E-10
  19  1.036E+04  4.341E-10
  19  1.191E+04  2.841E-10
  19  1.369E+04  1.860E-10
  19  1.574E+04  1.217E-10
  19  1.810E+04  7.960E-11
  19  2.081E+04  5.207E-11
  19  2.393E+04  3.406E-11
  19  2.751E+04  2.227E-11
  19  3.163E+04  1.457E-11
  19  3.637E+04  9.523E-12
  19  4.181E+04  6.230E-12
  19  4.809E+04  4.068E-12
  19  5.526E+04  2.663E-12
  19  6.357E+04  1.738E-12
  19  7.309E+04  1.136E-12
  19  8.401E+04  7.431E-13
  19  9.660E+04  4.854E-13
  19  1.111E+05  3.172E-13
  19  1.277E+05  2.072E-13
  19  1.468E+05  1.354E-13
  19  1.688E+05  8.848E-14
  19  1.941E+05  5.783E-14
  19  2.232E+05  3.779E-14
  19  2.566E+05  2.469E-14
  19  2.950E+05  1.613E-14
  19  3.392E+05  1.054E-14
  19  3.900E+05  6.888E-15
  20  4.000E-01  4.393E-04
  20  4.600E-01  5.000E-04
  20  5.288E-01  5.681E-04
  20  6.080E-01  6.444E-04
  20  6.992E-01  7.296E-04
  20  8.036E-01  8.239E-04
  20  9.240E-01  9.284E-04
  20  1.062E+00  1.043E-03
  20  1.222E+00  1.169E-03
  20  1.404E+00  1.304E-03
  20  1.615E+00  1.450E-03
  20  1.857E+00  1.605E-03
  20  2.135E+00  1.767E-03
  20  2.454E+00  1.935E-03
  20  2.822E+00  2.106E-03
  20  3.244E+00  2.277E-03
  20  3.730E+00  2.443E-03
  20  4.288E+00  2.600E-03
  20  4.932E+00  2.744E-03
  20  5.668E+00  2.868E-03
  20  6.520E+00  2.968E-03
  20  7.496E+00  3.037E-03
  20  8.616E+00  3.072E-03
  20  9.908E+00  3.071E-03
  20  1.139E+01  3.030E-03
  20  1.310E+01  2.950E-03
  20  1.506E+01  2.833E-03
  20  1.732E+01  2.681E-03
  20  1.991E+01  2.501E-03
  20  2.289E+01  2.298E-03
  20  2.632E+01  2.079E-03
  20  3.026E+01  1.853E-03
  20  3.479E+01  1.625E-03
  20  4.000E+01  1.404E-03
  20  4.600E+01  1.194E-03
  20  5.288E+01  9.999E-04
  20  6.080E+01  8.250E-04
  20  6.992E+01  6.706E-04
  20  8.036E+01  5.379E-04
  20  9.240E+01  4.253E-04
  20  1.062E+02  3.320E-04
  20  1.222E+02  2.559E-04
  20  1.404E+02  1.950E-04
  20  1.615E+02  1.469E-04
  20  1.857E+02  1.095E-04
  20  2.135E+02  8.092E-05
  20  2.454E+02  5.926E-05
  20  2.822E+02  4.305E-05
  20  3.244E+02  3.105E-05
  20  3.730E+02  2.224E-05
  20  4.288E+02  1.584E-05
  20  4.932E+02  1.121E-05
  20  5.668E+02  7.908E-06
  20  6.520E+02  5.542E-06
  20  7.496E+02  3.874E-06
  20  8.616E+02  2.700E-06
  20  9.908E+02  1.874E-06
  20  1.139E+03  1.298E-06
  20  1.310E+03  8.965E-07
  20  1.506E+03  6.183E-07
  20  1.732E+03  4.254E-07
  20  1.991E+03  2.924E-07
  20  2.289E+03  2.006E-07
  20  2.632E+03  1.375E-07
  20  3.026E+03  9.407E-08
  20  3.479E+03  6.435E-08
  20  4.000E+03  4.396E-08
  20  4.600E+03  3.000E-08
  20  5.288E+03  2.048E-08
  20  6.080E+03  1.396E-08
  20  6.992E+03  9.512E-09
  20  8.036E+03  6.488E-09
  20  9.240E+03  4.418E-09
  20  1.062E+04  3.008E-09
  20  1.222E+04  2.047E-09
  20  1.404E+04  1.393E-09
  20  1.615E+04  9.478E-10
  20  1.857E+04  6.446E-10
  20  2.135E+04  4.384E-10
  20  2.454E+04  2.982E-10
  20  2.822E+04  2.027E-10
  20  3.244E+04  1.379E-10
  20  3.730E+04  9.371E-11
  20  4.288E+04  6.375E-11
  20  4.932E+04  4.328E-11
  20  5.668E+04  2.946E-11
  20  6.520E+04  1.999E-11
  20  7.496E+04  1.359E-11
  20  8.616E+04  9.243E-12
  20  9.908E+04  6.278E-12
  20  1.139E+05  4.266E-12
  20  1.310E+05  2.897E-12
  20  1.506E+05  1.969E-12
  20  1.732E+05  1.338E-12
  20  1.991E+05  9.093E-13
  20  2.289E+05  6.180E-13
  20  2.632E+05  4.199E-13
  20  3.026E+05  2.852E-13
  20  3.479E+05  1.938E-13
  20  4.000E+05  1.317E-13
  21  4.500E-01  8.240E-05
  21  5.175E-01  9.383E-05
  21  5.949E-01  1.067E-04
  21  6.840E-01  1.211E-04
  21  7.866E-01  1.372E-04
  21  9.041E-01  1.550E-04
  21  1.039E+00  1.749E-04
  21  1.195E+00  1.967E-04
  21  1.374E+00  2.206E-04
  21  1.580E+00  2.465E-04
  21  1.817E+00  2.745E-04
  21  2.089E+00  3.043E-04
  21  2.402E+00  3.357E-04
  21  2.761E+00  3.683E-04
  21  3.175E+00  4.018E-04
  21  3.650E+00  4.354E-04
  21  4.197E+00  4.685E-04
  21  4.824E+00  5.000E-04
  21  5.549E+00  5.292E-04
  21  6.376E+00  5.548E-04
  21  7.335E+00  5.759E-04
  21  8.433E+00  5.913E-04
  21  9.693E+00  6.000E-04
  21  1.115E+01  6.015E-04
  21  1.282E+01  5.951E-04
  21  1.474E+01  5.807E-04
  21  1.694E+01  5.586E-04
  21  1.948E+01  5.294E-04
  21  2.240E+01  4.939E-04
  21  2.575E+01  4.534E-04
  21  2.961E+01  4.095E-04
  21  3.404E+01  3.637E-04
  21  3.914E+01  3.176E-04
  21  4.500E+01  2.726E-04
  21  5.175E+01  2.300E-04
  21  5.949E+01  1.909E-04
  21  6.840E+01  1.558E-04
  21  7.866E+01  1.251E-04
  21  9.041E+01  9.892E-05
  21  1.039E+02  7.701E-05
  21  1.195E+02  5.909E-05
  21  1.374E+02  4.472E-05
  21  1.580E+02  3.342E-05
  21  1.817E+02  2.467E-05
  21  2.089E+02  1.800E-05
  21  2.402E+02  1.300E-05
  21  2.761E+02  9.305E-06
  21  3.175E+02  6.600E-06
  21  3.650E+02  4.645E-06
  21  4.197E+02  3.246E-06
  21  4.824E+02  2.255E-06
  21  5.548E+02  1.555E-06
  21  6.377E+02  1.069E-06
  21  7.335E+02  7.294E-07
  21  8.433E+02  4.966E-07
  21  9.693E+02  3.371E-07
  21  1.115E+03  2.277E-07
  21  1.282E+03  1.535E-07
  21  1.474E+03  1.032E-07
  21  1.694E+03  6.925E-08
  21  1.948E+03  4.636E-08
  21  2.240E+03  3.100E-08
  21  2.575E+03  2.070E-08
  21  2.961E+03  1.380E-08
  21  3.404E+03  9.183E-09
  21  3.914E+03  6.110E-09
  21  4.500E+03  4.060E-09
  21  5.175E+03  2.695E-09
  21  5.949E+03  1.789E-09
  21  6.840E+03  1.187E-09
  21  7.866E+03  7.863E-10
  21  9.040E+03  5.216E-10
  21  1.040E+04  3.455E-10
  21  1.195E+04  2.288E-10
  21  1.374E+04  1.514E-10
  21  1.580E+04  1.002E-10
  21  1.817E+04  6.631E-11
  21  2.089E+04  4.385E-11
  21  2.402E+04  2.901E-11
  21  2.761E+04  1.919E-11
  21  3.175E+04  1.269E-11
  21  3.650E+04  8.390E-12
  21  4.197E+04  5.546E-12
  21  4.824E+04  3.669E-12
  21  5.548E+04  2.423E-12
  21  6.376E+04  1.604E-12
  21  7.335E+04  1.058E-12
  21  8.433E+04  6.995E-13
  21  9.693E+04  4.627E-13
  21  1.115E+05  3.056E-13
  21  1.282E+05  2.020E-13
  21  1.474E+05  1.334E-13
  21  1.694E+05  8.818E-14
  21  1.948E+05  5.826E-14
  21  2.240E+05  3.851E-14
  21  2.575E+05  2.545E-14
  21  2.961E+05  1.681E-14
  21  3.404E+05  1.111E-14
  21  3.914E+05  7.341E-15
  21  4.500E+05  4.849E-15
  22  4.800E-01  2.695E-04
  22  5.520E-01  3.069E-04
  22  6.346E-01  3.487E-04
  22  7.296E-01  3.957E-04
  22  8.390E-01  4.483E-04
  22  9.643E-01  5.065E-04
  22  1.109E+00  5.711E-04
  22  1.275E+00  6.422E-04
  22  1.466E+00  7.199E-04
  22  1.685E+00  8.041E-04
  22  1.938E+00  8.948E-04
  22  2.228E+00  9.914E-04
  22  2.562E+00  1.093E-03
  22  2.945E+00  1.199E-03
  22  3.386E+00  1.306E-03
  22  3.893E+00  1.414E-03
  22  4.476E+00  1.520E-03
  22  5.146E+00  1.621E-03
  22  5.918E+00  1.714E-03
  22  6.802E+00  1.795E-03
  22  7.824E+00  1.860E-03
  22  8.995E+00  1.907E-03
  22  1.034E+01  1.933E-03
  22  1.189E+01  1.935E-03
  22  1.367E+01  1.911E-03
  22  1.572E+01  1.862E-03
  22  1.807E+01  1.788E-03
  22  2.078E+01  1.691E-03
  22  2.389E+01  1.574E-03
  22  2.747E+01  1.443E-03
  22  3.158E+01  1.300E-03
  22  3.631E+01  1.152E-03
  22  4.175E+01  1.004E-03
  22  4.800E+01  8.598E-04
  22  5.520E+01  7.238E-04
  22  6.346E+01  5.993E-04
  22  7.296E+01  4.879E-04
  22  8.390E+01  3.907E-04
  22  9.643E+01  3.082E-04
  22  1.109E+02  2.393E-04
  22  1.275E+02  1.832E-04
  22  1.466E+02  1.383E-04
  22  1.685E+02  1.031E-04
  22  1.938E+02  7.587E-05
  22  2.228E+02  5.522E-05
  22  2.562E+02  3.978E-05
  22  2.945E+02  2.839E-05
  22  3.386E+02  2.008E-05
  22  3.893E+02  1.410E-05
  22  4.476E+02  9.822E-06
  22  5.146E+02  6.804E-06
  22  5.918E+02  4.678E-06
  22  6.802E+02  3.207E-06
  22  7.824E+02  2.183E-06
  22  8.995E+02  1.482E-06
  22  1.034E+03  1.003E-06
  22  1.189E+03  6.760E-07
  22  1.367E+03  4.544E-07
  22  1.572E+03  3.045E-07
  22  1.807E+03  2.038E-07
  22  2.078E+03  1.361E-07
  22  2.389E+03  9.074E-08
  22  2.747E+03  6.041E-08
  22  3.158E+03  4.016E-08
  22  3.631E+03  2.666E-08
  22  4.175E+03  1.769E-08
  22  4.800E+03  1.172E-08
  22  5.520E+03  7.758E-09
  22  6.346E+03  5.137E-09
  22  7.296E+03  3.397E-09
  22  8.390E+03  2.245E-09
  22  9.643E+03  1.485E-09
  22  1.109E+04  9.807E-10
  22  1.275E+04  6.476E-10
  22  1.466E+04  4.274E-10
  22  1.685E+04  2.821E-10
  22  1.938E+04  1.861E-10
  22  2.228E+04  1.228E-10
  22  2.562E+04  8.098E-11
  22  2.945E+04  5.341E-11
  22  3.386E+04  3.522E-11
  22  3.893E+04  2.323E-11
  22  4.476E+04  1.531E-11
  22  5.146E+04  1.010E-11
  22  5.918E+04  6.651E-12
  22  6.802E+04  4.390E-12
  22  7.824E+04  2.889E-12
  22  8.995E+04  1.904E-12
  22  1.034E+05  1.256E-12
  22  1.189E+05  8.274E-13
  22  1.367E+05  5.452E-13
  22  1.572E+05  3.591E-13
  22  1.807E+05  2.367E-13
  22  2.078E+05  1.560E-13
  22  2.389E+05  1.028E-13
  22  2.747E+05  6.775E-14
  22  3.158E+05  4.464E-14
  22  3.631E+05  2.940E-14
  22  4.175E+05  1.938E-14
  22  4.800E+05  1.277E-14
  23  5.100E-01  1.395E-04
  23  5.865E-01  1.588E-04
  23  6.742E-01  1.803E-04
  23  7.752E-01  2.045E-04
  23  8.915E-01  2.314E-04
  23  1.025E+00  2.612E-04
  23  1.178E+00  2.943E-04
  23  1.355E+00  3.305E-04
  23  1.558E+00  3.700E-04
  23  1.791E+00  4.127E-04
  23  2.059E+00  4.585E-04
  23  2.367E+00  5.070E-04
  23  2.722E+00  5.578E-04
  23  3.129E+00  6.103E-04
  23  3.598E+00  6.635E-04
  23  4.137E+00  7.165E-04
  23  4.756E+00  7.679E-04
  23  5.467E+00  8.161E-04
  23  6.288E+00  8.600E-04
  23  7.227E+00  8.972E-04
  23  8.313E+00  9.266E-04
  23  9.557E+00  9.463E-04
  23  1.099E+01  9.551E-04
  23  1.263E+01  9.520E-04
  23  1.452E+01  9.366E-04
  23  1.670E+01  9.087E-04
  23  1.920E+01  8.691E-04
  23  2.208E+01  8.190E-04
  23  2.538E+01  7.599E-04
  23  2.918E+01  6.941E-04
  23  3.355E+01  6.238E-04
  23  3.858E+01  5.515E-04
  23  4.435E+01  4.797E-04
  23  5.100E+01  4.103E-04
  23  5.865E+01  3.451E-04
  23  6.742E+01  2.857E-04
  23  7.752E+01  2.326E-04
  23  8.915E+01  1.865E-04
  23  1.025E+02  1.473E-04
  23  1.178E+02  1.146E-04
  23  1.355E+02  8.797E-05
  23  1.558E+02  6.660E-05
  23  1.791E+02  4.982E-05
  23  2.059E+02  3.682E-05
  23  2.367E+02  2.691E-05
  23  2.722E+02  1.948E-05
  23  3.129E+02  1.397E-05
  23  3.598E+02  9.933E-06
  23  4.137E+02  7.010E-06
  23  4.756E+02  4.912E-06
  23  5.467E+02  3.422E-06
  23  6.288E+02  2.367E-06
  23  7.227E+02  1.633E-06
  23  8.313E+02  1.118E-06
  23  9.557E+02  7.641E-07
  23  1.099E+03  5.205E-07
  23  1.263E+03  3.530E-07
  23  1.452E+03  2.389E-07
  23  1.670E+03  1.612E-07
  23  1.920E+03  1.086E-07
  23  2.208E+03  7.299E-08
  23  2.538E+03  4.899E-08
  23  2.918E+03  3.284E-08
  23  3.355E+03  2.198E-08
  23  3.858E+03  1.469E-08
  23  4.435E+03  9.814E-09
  23  5.100E+03  6.548E-09
  23  5.865E+03  4.364E-09
  23  6.742E+03  2.909E-09
  23  7.752E+03  1.938E-09
  23  8.915E+03  1.289E-09
  23  1.025E+04  8.587E-10
  23  1.178E+04  5.710E-10
  23  1.355E+04  3.797E-10
  23  1.558E+04  2.523E-10
  23  1.791E+04  1.677E-10
  23  2.059E+04  1.114E-10
  23  2.367E+04  7.401E-11
  23  2.722E+04  4.916E-11
  23  3.129E+04  3.265E-11
  23  3.598E+04  2.168E-11
  23  4.137E+04  1.440E-11
  23  4.756E+04  9.557E-12
  23  5.467E+04  6.349E-12
  23  6.288E+04  4.210E-12
  23  7.227E+04  2.798E-12
  23  8.313E+04  1.854E-12
  23  9.557E+04  1.231E-12
  23  1.099E+05  8.176E-13
  23  1.263E+05  5.423E-13
  23  1.452E+05  3.598E-13
  23  1.670E+05  2.387E-13
  23  1.920E+05  1.584E-13
  23  2.208E+05  1.051E-13
  23  2.538E+05  6.976E-14
  23  2.918E+05  4.630E-14
  23  3.355E+05  3.072E-14
  23  3.858E+05  2.038E-14
  23  4.435E+05  1.352E-14
  23  5.100E+05  8.972E-15
  24  5.200E-01  2.683E-04
  24  5.980E-01  3.053E-04
  24  6.874E-01  3.467E-04
  24  7.904E-01  3.931E-04
  24  9.090E-01  4.449E-04
  24  1.045E+00  5.021E-04
  24  1.201E+00  5.654E-04
  24  1.381E+00  6.349E-04
  24  1.588E+00  7.106E-04
  24  1.826E+00  7.923E-04
  24  2.099E+00  8.799E-04
  24  2.414E+00  9.727E-04
  24  2.775E+00  1.070E-03
  24  3.191E+00  1.170E-03
  24  3.669E+00  1.271E-03
  24  4.218E+00  1.372E-03
  24  4.850E+00  1.469E-03
  24  5.574E+00  1.561E-03
  24  6.412E+00  1.643E-03
  24  7.368E+00  1.713E-03
  24  8.476E+00  1.768E-03
  24  9.745E+00  1.805E-03
  24  1.120E+01  1.820E-03
  24  1.288E+01  1.813E-03
  24  1.481E+01  1.782E-03
  24  1.703E+01  1.729E-03
  24  1.958E+01  1.653E-03
  24  2.251E+01  1.557E-03
  24  2.588E+01  1.445E-03
  24  2.975E+01  1.320E-03
  24  3.421E+01  1.187E-03
  24  3.934E+01  1.050E-03
  24  4.522E+01  9.147E-04
  24  5.200E+01  7.836E-04
  24  5.980E+01  6.604E-04
  24  6.874E+01  5.481E-04
  24  7.904E+01  4.477E-04
  24  9.090E+01  3.600E-04
  24  1.045E+02  2.855E-04
  24  1.201E+02  2.230E-04
  24  1.381E+02  1.719E-04
  24  1.588E+02  1.307E-04
  24  1.826E+02  9.829E-05
  24  2.099E+02  7.302E-05
  24  2.414E+02  5.367E-05
  24  2.775E+02  3.907E-05
  24  3.191E+02  2.818E-05
  24  3.669E+02  2.016E-05
  24  4.218E+02  1.432E-05
  24  4.850E+02  1.010E-05
  24  5.574E+02  7.079E-06
  24  6.412E+02  4.929E-06
  24  7.368E+02  3.422E-06
  24  8.476E+02  2.359E-06
  24  9.745E+02  1.623E-06
  24  1.120E+03  1.113E-06
  24  1.288E+03  7.599E-07
  24  1.481E+03  5.176E-07
  24  1.703E+03  3.516E-07
  24  1.958E+03  2.385E-07
  24  2.251E+03  1.614E-07
  24  2.588E+03  1.091E-07
  24  2.975E+03  7.364E-08
  24  3.421E+03  4.963E-08
  24  3.934E+03  3.340E-08
  24  4.522E+03  2.247E-08
  24  5.200E+03  1.510E-08
  24  5.980E+03  1.013E-08
  24  6.874E+03  6.801E-09
  24  7.904E+03  4.561E-09
  24  9.090E+03  3.056E-09
  24  1.045E+04  2.050E-09
  24  1.201E+04  1.373E-09
  24  1.381E+04  9.190E-10
  24  1.588E+04  6.150E-10
  24  1.826E+04  4.117E-10
  24  2.099E+04  2.754E-10
  24  2.414E+04  1.842E-10
  24  2.775E+04  1.232E-10
  24  3.191E+04  8.240E-11
  24  3.669E+04  5.510E-11
  24  4.218E+04  3.684E-11
  24  4.850E+04  2.463E-11
  24  5.574E+04  1.648E-11
  24  6.412E+04  1.100E-11
  24  7.368E+04  7.363E-12
  24  8.476E+04  4.914E-12
  24  9.745E+04  3.285E-12
  24  1.120E+05  2.197E-12
  24  1.288E+05  1.467E-12
  24  1.481E+05  9.806E-13
  24  1.703E+05  6.549E-13
  24  1.958E+05  4.378E-13
  24  2.251E+05  2.925E-13
  24  2.588E+05  1.955E-13
  24  2.975E+05  1.306E-13
  24  3.421E+05  8.729E-14
  24  3.934E+05  5.830E-14
  24  4.522E+05  3.897E-14
  24  5.200E+05  2.603E-14
  25  5.500E-01  1.394E-04
  25  6.325E-01  1.586E-04
  25  7.271E-01  1.801E-04
  25  8.360E-01  2.042E-04
  25  9.614E-01  2.312E-04
  25  1.105E+00  2.609E-04
  25  1.270E+00  2.939E-04
  25  1.461E+00  3.300E-04
  25  1.680E+00  3.695E-04
  25  1.931E+00  4.120E-04
  25  2.220E+00  4.577E-04
  25  2.553E+00  5.061E-04
  25  2.935E+00  5.568E-04
  25  3.375E+00  6.091E-04
  25  3.880E+00  6.622E-04
  25  4.461E+00  7.150E-04
  25  5.129E+00  7.663E-04
  25  5.896E+00  8.145E-04
  25  6.782E+00  8.582E-04
  25  7.793E+00  8.955E-04
  25  8.965E+00  9.251E-04
  25  1.031E+01  9.451E-04
  25  1.185E+01  9.544E-04
  25  1.362E+01  9.520E-04
  25  1.566E+01  9.374E-04
  25  1.801E+01  9.106E-04
  25  2.071E+01  8.723E-04
  25  2.381E+01  8.235E-04
  25  2.737E+01  7.658E-04
  25  3.147E+01  7.014E-04
  25  3.618E+01  6.324E-04
  25  4.161E+01  5.612E-04
  25  4.783E+01  4.902E-04
  25  5.500E+01  4.213E-04
  25  6.325E+01  3.563E-04
  25  7.271E+01  2.968E-04
  25  8.360E+01  2.433E-04
  25  9.614E+01  1.965E-04
  25  1.105E+02  1.565E-04
  25  1.270E+02  1.228E-04
  25  1.461E+02  9.505E-05
  25  1.680E+02  7.265E-05
  25  1.931E+02  5.489E-05
  25  2.220E+02  4.099E-05
  25  2.553E+02  3.029E-05
  25  2.935E+02  2.217E-05
  25  3.375E+02  1.608E-05
  25  3.880E+02  1.157E-05
  25  4.461E+02  8.265E-06
  25  5.129E+02  5.862E-06
  25  5.896E+02  4.136E-06
  25  6.781E+02  2.898E-06
  25  7.794E+02  2.024E-06
  25  8.965E+02  1.405E-06
  25  1.031E+03  9.724E-07
  25  1.185E+03  6.712E-07
  25  1.362E+03  4.613E-07
  25  1.566E+03  3.163E-07
  25  1.801E+03  2.163E-07
  25  2.071E+03  1.477E-07
  25  2.381E+03  1.007E-07
  25  2.737E+03  6.849E-08
  25  3.147E+03  4.654E-08
  25  3.618E+03  3.158E-08
